ISO,Pentachlorophenol (PCP) Eco Toxicity freshwater,Lead and its compounds Eco Toxicity freshwater,Nickel and its compounds Eco Toxicity freshwater,Anthracene Eco Toxicity freshwater,Fluoranthene Eco Toxicity freshwater,Diuron Eco Toxicity freshwater,Cadmium and its compounds Eco Toxicity freshwater,Mercury and its compounds Eco Toxicity freshwater,Atrazine Eco Toxicity freshwater,Dichloromethane_methylenechloride (CH2Cl2) Eco Toxicity freshwater,"1,2-dichloroethane Eco Toxicity freshwater",Hexachlorobutadiene Eco Toxicity freshwater,"Tris (2,3-dibromopropyl) phosphate Eco Toxicity freshwater",Benzene Eco Toxicity freshwater,Naphthalene Eco Toxicity freshwater,Isoproturon Eco Toxicity freshwater,Trichlorobenzenes Eco Toxicity freshwater,Hexachlorocyclohexane Eco Toxicity freshwater,Pentachlorobenzene Eco Toxicity freshwater,Alachlor Eco Toxicity freshwater,Simazine Eco Toxicity freshwater,Brominated diphenylethers (PBDE) Eco Toxicity freshwater,Hexachlorobenzene Eco Toxicity freshwater,Trifluralin Eco Toxicity freshwater,Heptachlor Eco Toxicity freshwater,Tributyltin Compounds Eco Toxicity freshwater,Endosulfan Eco Toxicity freshwater,Chloropyrifos Eco Toxicity freshwater,n-nonylphenol (mixed isomers) Eco Toxicity freshwater,TrI-2-Chloroethyl phosphate Eco Toxicity freshwater
AFG,24244.56587,56613.51304,79805.72442,111.3479487,237487.0206,33472.72026,4884657.875,323536.1401,10660.74001,14.49042267,1027.791734,2292.274969,131.5423532,1804294.017,429.8831961,11389.38396,167.6574625,207037.8445,2884.524702,21650.76505,4654.579678,0,5493.325075,13.04991357,20632.13992,52217.76809,221299.4499,39990.11525,7213.927628,6514.695397
AGO,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
ALB,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
AND,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
ARE,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
ARG,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
ARM,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
ATG,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
AUS,47408.32078,45340.35555,361608.2447,209129.7486,148420.9084,4352.829886,8289765.66,118091.1487,11011.24089,25.3952793,29.8809582,46999.01652,2793.847156,15.8550267,23.80446592,8410.514129,1025.235329,189896.9097,217046.7078,9606.974424,9806.745975,0,439260.8605,94620.24613,123446.8987,30.55578499,713990.7937,4295777.773,8892.387924,55.57915934
AUT,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
AZE,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
BDI,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
BEL,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
BEN,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
BFA,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
BGD,24244.56587,56613.51304,79805.72442,111.3479487,237487.0206,33472.72026,4884657.875,323536.1401,10660.74001,14.49042267,1027.791734,2292.274969,131.5423532,1804294.017,429.8831961,11389.38396,167.6574625,207037.8445,2884.524702,21650.76505,4654.579678,0,5493.325075,13.04991357,20632.13992,52217.76809,221299.4499,39990.11525,7213.927628,6514.695397
BGR,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
BHR,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
BHS,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
BIH,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
BLR,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
BLZ,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
BOL,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
BRA,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
BRB,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
BRN,47408.32078,45340.35555,361608.2447,209129.7486,148420.9084,4352.829886,8289765.66,118091.1487,11011.24089,25.3952793,29.8809582,46999.01652,2793.847156,15.8550267,23.80446592,8410.514129,1025.235329,189896.9097,217046.7078,9606.974424,9806.745975,0,439260.8605,94620.24613,123446.8987,30.55578499,713990.7937,4295777.773,8892.387924,55.57915934
BTN,24244.56587,56613.51304,79805.72442,111.3479487,237487.0206,33472.72026,4884657.875,323536.1401,10660.74001,14.49042267,1027.791734,2292.274969,131.5423532,1804294.017,429.8831961,11389.38396,167.6574625,207037.8445,2884.524702,21650.76505,4654.579678,0,5493.325075,13.04991357,20632.13992,52217.76809,221299.4499,39990.11525,7213.927628,6514.695397
BWA,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
CAF,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
CAN,39777.57935,34488.08832,356535.7254,90064.81868,72430.57082,5142.274061,7894594.581,91166.66442,10505.35268,26.63892432,31.70404389,46333.95124,1876.145908,14.67408915,54.69892535,9909.618183,977.309981,221813.4148,227242.5896,9156.574536,9364.279034,0,413915.0373,40208.79688,46677.80542,69.39798078,419816.2785,2715732.199,8232.185677,55.57915934
CHE,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
CHL,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
CHN,47408.32078,45340.35555,361608.2447,209129.7486,148420.9084,4352.829886,8289765.66,118091.1487,11011.24089,25.3952793,29.8809582,46999.01652,2793.847156,15.8550267,23.80446592,8410.514129,1025.235329,189896.9097,217046.7078,9606.974424,9806.745975,0,439260.8605,94620.24613,123446.8987,30.55578499,713990.7937,4295777.773,8892.387924,55.57915934
CIV,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
CMR,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
COD,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
COG,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
COL,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
CPV,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
CRI,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
CUB,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
CYP,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
CZE,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
DEU,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
DJI,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
DNK,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
DOM,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
DZA,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
ECU,51304.74577,110065.2536,486108.9818,418408.2617,228681.6503,12566.47344,10257031.38,269946.6773,21357.36939,28.47073007,31.12830817,50219.79341,7387.764147,57.01375701,251.5145429,24342.65046,1592.928356,179598.3574,207298.9508,18627.08325,19016.13665,0,476534.9332,175437.3311,228093.5139,217.2608101,1051667.646,5191518.723,27114.26774,141.4272595
EGY,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
ERI,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
ESP,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
EST,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
ETH,16961.59196,23551.03645,362718.9291,100351.6832,52861.79878,3577.2377,7267235.349,65101.91792,6131.991875,13.38605734,14.40804891,35766.24158,2004.131784,16.31761677,63.39202523,6927.616735,605.5374568,66410.5824,156421.6915,5347.053065,5459.833108,0,281940.7932,41979.30633,52435.61835,56.6041218,279634.7719,1320520.436,7449.394396,39.84534438
FIN,21206.61381,18524.58934,337683.3741,124503.6026,70994.29177,3801.051749,6662192.782,52590.06244,6959.305082,21.50370593,24.66788426,43881.21371,2292.885734,20.71845355,63.71588196,7360.863981,948.0261734,133467.9314,204820.3578,6069.228889,6196.422059,0,389861.9503,53392.59273,61858.28628,56.90950697,458226.336,1936797.775,8005.627291,45.88634449
